Word,Morphs
pwes,pwes
kom,kom
ta',ta'
atkojon,at koj ón
cha',cha'
re,re
cha',cha'
awtz'ab',aw tz'ab'
qe,qe
diyoos,dyoos
awi'l,a wi'l
pores,pores
onli,on li
li,li
xatromb'ejch,x a tromb'e j ch
pwes,pwes
porke,porke
jwi'l,j wi'l
aat,aat
malkriyad,malkriyad
cha',cha'
re,re
cha',cha'
i,i
ri',ri'
non,non
li,li
xen,x en
pasar,pasar
man,man
jun,jun
lomism,lomism
i,i
jwi'l,j wi'l
ta',ta'
ta',ta'
xen,x en
wardar,wardar
q'iij,q'iij
pwes,pwes
sach,sach
b'i,b'i
dyunabes,dyunabes
xk'amsaj,x k'am sáj
b'ik,b'ik
non,non
k'u,k'u
tzik',tzik'
wunaq,wunaq
li,li
onli,on li'
kwand,kwand
xtzaqsaj,x tzaq saj
jch'ol,j ch'ol
man,man
kumetz,kumetz
kond,kond
wi',wi'
chik,chik
jun,jun
nim,nim
q'iij,q'iij
a,a
mejor,mejor
ta',ta'
chki',chk i'
tb'ek,t b'e k
xk'atsaj,x k'at sáj
jwich,j wiich
porke,porke
ta',ta'
chki',chk i'
wi',wi'
jun,jun
nim,nim
q'iij,q'iij
mejor,mejor
ta',ta'
chki',chk i'
tb'ek,t b'e k
porke,porke
il,il
li,li
yamer,yamer
xtijsaj,x tij sáj
jwi'l,j wi'l
man,man
kumetz,kumetz
jwi'l,j wi'l
kapchudil,kapchudil
ta',ta'
raj,r aj
xe',xe'
rk'i,r k'i
tzik',tzik'
rxóqil,r xóqil
rilik,r il ik
jun,jun
kitz,kitz
nim,nim
q'iij,q'iij
cha',cha'
il,il
li,li
xe',xe'
taaj,taaj
neen,neen
chki',chk i'
tzaqow,tzaq ow
jch'ol,j ch'ool
kom,kom
ta',ta'
tkojon,t kojón
i,i
kom,kom
t'ij,t'ij
taq,taq
ke,ke
san,san
isidr,isidr
nim,nim
q'iij,q'iij
san,san
isidr,isidr
awasi',awas i'
tb'e,t b'e
jun,jun
li,li
chaak,chaak
cha',cha'
pyor,pyor
kwand,kwand
t'el,t el
prosesyon,prosesyon
awasi'n,awas i'n
porke,porke
toqtanik,t oq' tan ik
kwalkyer,kwalkyer
ka'n,ka'n
aber,aber
ka'n,ka'n
o,o
neen,neen
tijta',ti j ta'
jun,jun
o,o
jun,jun
golpe,golpe
aber,aber
neen,neen
tijte',ti j te'
jun,jun
kom,kom
awasi'n,awas i'n
cha',cha'
byeen,byeen
ooj,ooj
tqa,taq
ooj,ooj
pwes,pwes
ya,ya
xqila',x q il a'
ooj,ooj
tqakoja',t qa koj a'
alg,alg
porke,porke
wi',wi'
beese,beese
dya,dya
la,la
krus,krus
tresaj,t r esá j
taq,taq
prosesyon,prosesyon
kwand,kwand
ta',ta'
jab',jab'
t'ijye',t'i j ye'
taqch,taq ch
welt,welt
jili,jili
jali,jali
chi',chi'
kurs,kurs
cha',cha'
taq,taq
re,re
lalaguna,lalaguna
tijye',ti j ye'
taqch,taq ch
welt,welt
re,re
san,san
isidr,isidr
kla',kla'
ya,ya
b'esel,b'esel
q'iij,q'iij
kond,kond
t'ok,t' ok
tra,tra
prosesyon,prosesyon
wi',wi'
bese,bese
ajri',aj ri'
tijin,tijin
tijach,ti jach
taq,taq
tra,tra
jo'ch',jo'ch'
wi',wi'
tra,tra
kostumbr,kostumbr
tiye',ti ye'
jo'ch',jo'ch'
laq,laq
mulul,mulul
kla',kla'
b'esel,b'es el
q'iij,q'iij
re,re
kristyan,kirtyaan
loke,loke
tb'e,t b'e
taq,taq
toons,toons
wi',wi'
bes,bes
jo'ch',jo'ch'
tijtij,ti j tij
taq,taq
kwand,kwand
tpe,t pe
jun,jun
wen,wen
q'alaj,q'alaj
ya,ya
ch'aqal,ch'aqal
chaq,chaq
kristyan,kirtyaan
tb'e,t b'e
chi,chi
rchochaq,r chooch aq
wi',wi'
bes,bes
tq'ax,t q'ax
na,na
jab',jab'
na,na
ajruk',ajruk'
re',re
tpee,t pae
taq,taq
i,i
wi',wi'
bes,bes
li,li
prosesyon,prosesyon
tijta',ti j ta'
taqch,taq ch
jab',jab'
inkesey,inkesey
ta'j,ta' j
seeñ,seeñ
naa,naa
jab',jab'
eske,eske
medyabes,medyabes
xel,x el
san,san
isidr,isidr
li,li
prosesyon,prosesyon
eske,eske
segur,segur
ra,ra
jab',jab'
seguro,seguro
tpe,t pe
jab',jab'
ji'n,ji'n
i,i
pores,pores
tqa'ij,t qai 'ij
ooj,ooj
tz'eti'n,tz'et i'n
pwes,pwes
tijna',ti j na'k
kastigar,kastigar
jun,jun
ta',ta'
tkojon,t koj on
jun,jun
i,i
xaq,xaq
li,li
ivbyen,bien
qaaj,qaaj
leandro,leandro
loq',loq'
chaq,chaq
atch'aw,at ch'aw
tqa'an,t qa' an
grabar,grabar
atziij,a tziij
ayolij,a yolij
lajorii,lajorii
tinb'iij,t in b'iij
jurel,ju rel
inyolj,in yol j
jb'iij,j b'iij
re,re
lwaar,lwaar
la,la
lagunita,lagunita
tib'j,ti j b'ij
taq,taq
ójr,ójr
qaqaaj,qa qaaj
qachuuch,qa chuuch
jb'iij,j b'iij
li,li
sib'ooy,sib'ooy
i,i
ri',r i'n
k'uli,k'u li
ójor,ójor
taq,taq
tziij,tziij
kita',kita'
jaa,jaa
ra,ra
kiib',kiib'
uxib',oxib'
jaa,jaa
qe,qe
wi',wi'
juun,juun
jaa,jaa
jb'iij,j b'iij
keel,keel
tooj,tooj
jun,jun
chik,chik
jb'iij,j b'iij
xwaan,xwaan
yaat,yaat
ri',ri'
k'uli,k'u li
kita',kita'
k'ii,k'ii
taq,taq
taq,taq
ra,ra
jaa,jaa
wi',wi'
jli,jli
li,li
li,li
sib'ooy,sib'ooy
jb'iij,j b'iij
li,li
sib'ooy,sib'ooy
jwi'l,jwi'l
qe,qe
taq,taq
ra,ra
woron,woron
wi',wi'
kla',kla'
pur,pur
riliik,r il iik
b'ik,b'ik
sib'ooy,sib'ooy
re,re
xkan,x kan
jkoje',j koj e'
taq,taq
jb'iij,j b'iij
ra,ra
uleew,uleew
li,li
sib'ooy,sib'ooy
i,i
rik'u,ri k'u
chi,chi
li,li
wi',wi'
chi',chi'
ju,ju
jun,jun
taq,taq
re,re
k'otob',k'otob'
wi',wi'
chiki',chk i'
taq,taq
re,re
k'otob',k'otob'
kita',kita'
ticheqejek,ti chéqej ek
li,li
sáq'j,sáq'aj
kiib',kiib'
taq,taq
ra,ra
k'otob',k'otob'
i,i
re,re
ch'ojniik,ch'ojn iik
ra,ra
k'aslik,k'aslik
ja',ja'
i,i
ri',ri'
li,li
tijtij,ti j tij
qawinaaq,qa winaaq
li,li
sib'ooy,sib'ooy
rik'u,ri k'u
li,li
tijb'iij,ti j b'ij
taq,taq
ri,ri
ójr,ójor
taq,taq
qamaam,qa maam
qatiit',qa tiit'
re,re
li,li
sib'ooy,sib'ooy
xkan,x kan
k'u,k'u
li,li
jb'iij,j b'iij
ra,ra
uleew,uleew
li,li
sib'ooy,sib'ooy
seb'laj,seb'laj
qus,qus
riliik,r il iik
rex,rex
taq,taq
k'iim,k'iim
wi',wi'
xilj,xilj
re,r e
awaj,awaj
seb'laj,seb'laj
qus,qus
rik'u,ri k'u
li,li
xkan,x kan
jb'iij,j b'iij
taq,taq
ójr,ójor
taq,taq
qawinaaq,qa winaaq
re,r e
ra,ra
uleew,uleew
li,li
sib'ooy,sib'ooy
chusiil,ch usiil
xk'ex,x k'ex
taq,taq
chik,chik
jb'iij,j b'iij
xkajkoje',x kaj koj e'
taq,taq
jb'iij,j b'iij
la,la
laguniit,laguniit
taq,taq
ra,ra
k'otob',k'otob'
xkaj,x kaj
koje',koj e'
taq,taq
jb'iij,j b'iij
ra,ra
uleew,uleew
la,la
laguniit,laguniit
lajori,lajori
ri',ri'
li,li
xkan,x kan
jeqaroq,jeqar oq
jb'iij,j b'iij
si,si
no,no'
ójr,ójr
taq,taq
qamaam,qa maam
qatiit',qa tiit'
jb'iij,j b'iij
li,li
sib'ooy,sib'ooy
re,r e
qa,qa
qawi'naaq,qa wi'naaq
lajori,lajori
xkaj,x
koje',kaj e'
taq,taq
jb'iij,j b'iij
re,r e
lugar,lugar
li,li
laguniit,laguniit
per,per
lajori,lajori
qawinaaq,qa winaaq
xk'yantqa'n,x k'i yan tq a'n
lajori,lajori
xkoj,x koj
taq,taq
karretera,karretera
chaq',chaq'
jchii',j chi'
ra,ra
ra,ra
uleew,uleew
i,i
lajori,lajori
xchupa'teqa',x chup a' teq a'
jwiich,j wiich
taq,taq
ra,ra
k'otob',k'otob'
ya,ya
xmuqa'teqa'n,x muq a' teq a'n
lajori,lajori
rechaq,rechaq
te'etz'an,te' etz' an
qawinaaq,qa winaaq
re,r e
peloot,peloot
i,i
xya'teqa',x ya' teq a'
eskweel,eskweel
chi,chi
jchi',j chi'
wi',wi'
chaq,chaq
eskweel,eskweel
wi,wi'
chaq,chaq
eskweel,eskweel
chijchí,chi j chi'
jchi,j chi'
ra,ra
táq'aj,táq'aj
i,i
ya,ya
wi',wi'
chaq,chaq
ra,ra
ra,ra
q'ab'tziij,qa'b'tziij
chi,chi
jnaqaaj,j naqaaj
i,i
ya,ya
xsutájtaqa',x sutaj taq a'
riij,r ij
la',la'
jaa,jaa
lajori,lajori
seb'laj,seb'laj
k'ichaq,k'i chaq
qawinaaq,qa winaaq
i,i
jli,jli
la,la
laguniit,laguniit
seb'laj,seb'laj
wi',wi'
naa,naa
seb'laj,seb'laj
k'ii,k'ii
tch'aw,t ch'aw
taq,taq
laj,laj
qayolj,qa yol j
ajtilmiit,aj tilmiit
ri,ri
k'u,k'u
lijori,lijori
xk'iyani',x k'i ya ni'
jwiich,j wiich
qawinaaq,qa winaaq
i,i
ri,ri
k'u,k'u
li,li
lajori,lajori
jli,jli
la,la
laguniit,laguniit
i,i
ri',ri'
li,li
qas,qas
pur,pur
qatilmiit,qa tilmiit
taqa'n,taq a'n
ajkojol,aj koj ol
na,na
ritz'iqaq,r itz'yeq aq
jwiilaq,j wiil aq
re,r e
re,r e
qachuuch,qa chuuch
i,i
qaqaaj,qa qaaj
qawinaaq,qa winaaq
jli,jli
la,la
laguniit,laguniit
jun,jun
ajtijonel,aj tijonel
re,r e
qawinaaq,qa winaaq
kla',kla'
li,li
por,por
ke,ke
ri',ri'
li,li
re,re
tb'itsaj,t b'it sáj
jwich,j wich
qayolj,qa yol j
mat,mat
tchup,t chup
qayólj,qa yol j
xaq,xaq
tqakoj,t qa koj
jq'iij,j q'iij
ri',r'
k'uli,k'u li
jb'itiik,j b'itiik
jtziij,j tziij
ójr,ójr
taq,taq
qaqaaj,qa qaaj
qachuuch,qa chuuch
xkan,x kan
jb'ij,j b'ij
taq,taq
chqe,ch qe
lajori,lajori
jli,jli
la,la
laguniita,laguniita
seb'laj,seb'laj
taq,taq
qus,qus
laj,laj
taq,taq
tiko'n,tiko'n
tran,t r an
ya,ya
chaq,chaq
ran,r an
galaan,galaan
taq,taq
kinaq',kinaq'
tresaj,t r esa j
qawinaaq,qa winaq
i,i
galaan,galaan
taq,taq
ab'iix,ab'iix
tresaj,t r esa j
taq,taq
qawinaaq,qa winaaq
jli,jli
la,la
laguniit,laguniit
rik'u,ri k'u
li,li
ri,ri
ójr,ójr
taq,taq
tziij,tziij
wi',wi'
uleew,uleew
ta',ta'
tikil,tik iil
jwi'laq,j wi'l aq
ójr,ójr
taq,taq
qamaam,qa maam
qatiit',qa tiit'
per,per
kom,kom
lajori,lajori
lajori,lajori
galaan,galaan
taq,taq
tiko'n,tiko'n
t'eel,t' el
jili,jili
la,la
laguniit,laguniit
seb'laj,seb'laj
qus,qus
taq,taq
qleen,qleen
t'eel,ti el
ya,ya
chaq,chaq
tijtiik,ti j tiik
taq,taq
kapee,kapee
tijtik,ti j tik
taq,taq
ab'iix,ab'iix
tijtik,ti j tik
taq,taq
kinaq',kinaq'
tijtik,ti j tik
taq,taq
pix,pix
jnojeel,j nojeel
tiko'n,tiko'n
tijtik,ti j tik
taq,taq
qawinaaq,qa winaaq
rik'uli,ri k'u li
seb'laj,seb'laj
qus,qus
riliik,r il iik
xtik,x tik
taq,taq
ajiij,ájij
tijtik,ti j tik
taq,taq
wákx,wákx
tijtik,ti j tik
taq,taq
kwa'y,kwa'y
xtik,x tik
taq,taq
ek',ek'
xtik,x tik
kirneer,kirneer
seb'laj,seb'laj
siq'iil,siq'iil
riliik,r il iik
ójr,ójr
taq,taq
tziij,tziij
seb'laj,seb'laj
chee',chee'
galaan,galaan
taq,taq
kutz'i'j,kutz'i'j
galaan,galaan
taq,taq
woron,woron
per,per
kita',kita'
qleen,qleen
titijow,ti tij ow
re,re
pero,pero
lajori,lajori
xpe,x pe
qawinaaq,qa winaaq
ya,ya
xqesajteqa',x qe saj teq a'
chee',chee'
lajori,lajori
sol,sol
chaq,chaq
tiko'n,tiko'n
tren,t r en
taq,taq
kom,kom
xpaxi',x pax i'
jwiich,j wiich
qawinaaq,qa winaaq
ójr,ójr
taq,taq
qamaam,qa maam
qatiit',qa tiit'
re,r e
re,r e
relk'waalaq,r elk'waal aq
re,r e
rijmamaq,r ij mam aq
re,r e
ójr,ójr
taq,taq
tziij,tziij
lajorii,laj'ori
xk'iyaani',x k'i yan i'
jaa,jaa
lajori,lajori
seb'laj,seb'laj
k'ii,k'ii
jaa,jaa
chaq,chaq
lajori,lajori
ya,ya
seb'laj,seb'laj
siq'iil,siq'iil
chaq,chaq
riliik,r il iik
ya,ya
xk'exmaji'n,x k'ex maj i'n
ya,ya
qa,qa
ya,ya
seb'laj,seb'laj
k'iichaq,k'ii chaq
jaa,jaa
ya,ya
jun,jun
nim,nim
laj,laj
tilmiit,tilmiit
kom,kom
ya,ya
chaq,chaq
ok,ok
ch'iich',ch'iich'
ya,ya
wi',wi'
chaq,chaq
seb'laj,seb'laj
k'aay,k'aay
tren,t r en
taq,taq
qawinaaq,qa winaaq
i,i
a,a
lajori,lajori
galaan,galaan
taq,taq
kinaq',kinaq'
tresaj,t r esa j
taq,taq
re,r e
k'aay,k'aay
ri,ri
k'uli,k'ul i
qawinaaq,qa winaaq
xk'aastaji',x k'aasta j i'n
jwiichaq,j wiich aq
qawinaaq,qa winaaq
jli,jli
la,la
laguniit,laguniit
ri,ri
k'uli,k'u li
xkan,x kan
jtike',j tik e'
taq,taq
ójr,ójr
taq,taq
qamaam,qa maam
qatiit',qa tiit'
re,re
jb'iij,j b'iij
li,li
sib'ooy,sib'ooy
tra,tra
woron,woron
lajori,lajori
xchupi,x chup i
jwiich,j wiich
ta',ta'
chi',chi'
tkeneyik,t keney ik
por,por
ke,ke
qawinaaq,qa winaaq
xchakuj,x chakú j
taq,taq
b'ik,b'ik
ya,ya
xtika'taqa',x tik a' taq a'
tiko'n,tiko'n
chuch,ch uch
taq,taq
ra,ra
uleew,uleew
xkan,x kan
jtike',j tik e'
taq,taq
re,r e
qamaam,qa maam
qatiit',qa tiit'
ivqaj,qaaj
leandro,leandro
re,re
re,re
ixnakat,ixnakat
tijb'iij,ti j b'iij
qaqaaj,qa qaaj
qachuuch,qa chuuch
i,i
ójr,ójr
taq,taq
qamaam,qa maam
qatiit',qa tiit'
tijtija',ti j tij a'
taq,taq
tra,tra
woron,woron
seb'laj,seb'laj
jk'exwach,j k'exwach
sib'ooy,sib'ooy
seb'laj,seb'laj
ki',ki'
rúxb',r úxb'
taq,taq
ra,ra
woron,woron
li,li
i,i
ri',ri'
k'u,k'u
li,li
tiqamaam,ti qa maam
qatiit',qa tiit'
tijtija'teqa'n,ti j tij a' tq a'n
kom,kom
ri,ri
k'u,k'u
li,li
kom,kom
seb'laj,seb'laj
sol,sol
ri',ri'
woron,woron
li,li
sol,sol
ri',ri'
li,li
te'elch,te' el ch
ri',ri'
k'u,k'u
li,li
ójr,ójr
taq,taq
qamaam,qa maam
qatiit',qa tiit'
ta',ta'
tijloq',ti j loq'
taq,taq
sib'ooy,sib'ooy
ri',ri'
li,li
tren,t r en
taq,taq
qamaam,qa maam
qatiit',qa tiit'
i,i
seb'laj,seb'laj
kirneer,kirneer
rik'ilaq,r ik'il aq
kom,kom
jamali',jamal i'
lwaar,lwaar
seb'laj,seb'laj
kirneer,kirneer
rik'ilaq,r ik'il aq
tijyuq'aj,ti j yuq' aj
taq,taq
seb'laj,seb'laj
siq'iil,siq'iil
riliik,r il iik
wi',wi'
seb'laj,seb'laj
awaj,awaaj
rik'ilaq,r ik'il aq
wi',wi'
seb'laj,seb'laj
ek',ek'
ójr,ójr
taq,taq
tziij,tzii
kita',kita'
tq'aax,t q'aax
yajeel,yaj eel
re,r e
ek',ek'
seb'laj,seb'laj
k'ii,k'ii
seb'laj,seb'laj
k'ii,k'ii
ri',ri'
rak'aq,r ak' aq
seb'laj,seb'laj
tiki'kot,ti ki'kot
ranmaq,r ánim aq
qawinaaq,qa winaaq
seb'laj,seb'laj
wákx,wákix
tikil,tik il
jwi'laq,j wi'l aq
tikil,tik il
kwa'y,kwa'y
jwi'laq,j wi'l aq
jamali',jamal i'
lamaas,lamaas
tijye',ti j ye'
taq,taq
ójr,ójr
taq,taq
qawinaaq,qa winaaq
ri,ri
k'u,k'u
li,li
lajori,lajori
ta',ta'
chiki',chik i'
looq',looq'
por,por
ke,ke
ya,ya
xlatz'abi'n,x latz' ab' i'n
ta',ta'
chiki',chik i'
lamaas,lamaas
tye'sájw,t ye' sáj w
taq,taq
ral,ral
awaaj,awaaj
ta',ta'
chiki',chik i'
tijtik,ti j tik
ek',ek'
lajori,lajori
ta',ta'
chiki',chik i'
tyo'r,t yo'r
taq,taq
mas,mas
yajeel,yaj eel
tq'ax,t q'ax
ya,ya
xk'exmaji'n,x k'ema j i'n
lajori,lajori
raj,r aj
qawinaaq,qa winaaq
rajaq,r aj aq
tijtij,ti j tij
taq,taq
ti'niik,ti'niik
sol,sol
chaq,chaq
loq'om,loq' om
chaq,chaq
juntiir,juntiir
jii',jii'
ta',ta'
ójr,ójr
taq,taq
tziij,tziij
re,r e
kanal,kanal
jwi'l,j wi'l
ajaaw,ajaaw
re,re
man,man
tiko'n,tiko'n
re,re
man,man
poni,poni
re,r e
li,li
seb'laj,seb'laj
tijya',ti j ya'
pwaaq,pwaaq
man,man
poni,poni
seb'laj,seb'laj
qus,qus
per,per
kom,kom
ooj,ooj
kita',kita'
ooj,ooj
kwiin,kwiin
re,re
kom,kom
kita',kita'
qapwaaq,qa pwaaq
ri',ri'
li,li
seb'laj,seb'laj
qus,qus
laj,laj
tiko'n,tiko'n
nimaqi',nimaq i'
rijiil,r ijiil
pero,pero
lajori,lijori
ooj,ooj
kita',kita'
ooj,ooj
kwiin,kwiin
re,r e
xaq,xaq
qawinaaq,qa winaaq
lamaas,lamaas
wi',wi'
tb'antaj,t b'an taj
taq,taq
tijtik,ti j tik
taq,taq
ri,ri
tiko'n,tiko'n
lil,li l
jb'iij,j b'iij
maq,maq
tra,tra
poni,poni
per,per
ooj,ooj
ta',ta'
ojkwiin,oj kwiin
kom,kom
kita',kita'
re,r e
qapwaaq,qa pwaaq
ooj,ooj
qe,qe
natun,natun
chi,chi
rij,r ij
xaq,xaq
qatiko'n,qa tik o'n
ooj,ooj
xaq,xaq
tral,tral
ab'iix,ab'iix
taq,taq
ra,ra
kinaq',kinaq'
taq,taq
ra,ra
kapee,kapee
xaq,xaq
li,li
qatiko'n,qa tiko'n
ooj,ooj
i,i
kita',kita'
rijil,r ijiil
i,i
rik'u,ri' k'u
lamaas,lamaas
wi',wi'
nemaq,nem aq
rijiil,r ijiil
kita',kita'
ooj,ooj
kwiin,kwiin
re,r e
ójr,ójr
taq,taq
tziij,tziij
wi',wi'
jura,ju ra
uleew,uleew
jili,jili
jb'iij,j b'iij
chimeel,chimeel
san,san
pawlo,pawlo
baldiyo,baldiyo
ójr,ójr
taq,taq
wi',wi'
sesenta,sesenta
i,i
sinko,sinko
kabaderiiy,kabaderiiy
k'iche'laaj,k'iche'laaj
i,i
ri,ri
k'uli,k'u li
ójr,ójr
taq,taq
tziij,tziij
qawinaaq,qa winaaq
xwa'x,x wa'x
taq,taq
jli,jli
chimeel,chimel
ri',ri'
k'u,k'u
li,li
wi',wi'
jun,jun
anm,ánim
tijin,tijin
chi,chi
jyuq'iik,j yuq' iik
tra,tra
jkirneer,j kirneer
kabaal,kabaal
xelch,x el ch
nik'aj,nik'aj
k'ooy,k'ooy
ralq'aj,r alq'aj
taq,taq
xchep,x chep
taq,taq
ra,ra
ra,ra
rik'laal,r ik'laal
ralq'aj,r alq'á j
taq,taq
b'ik,b'ik
xe',x e'
chik,chik
sik',sik'
anm,ánim
xe',x e'
jb'iij,j b'iij
re,r e
richijil,r ichijil
xíj,x ij
toke',tok e'
taq,taq
ta',ta'
chiki',chk i'
xkwiin,x kwiin
taq,taq
chij,chi j
majiik,maj iik
xijtoke',x i j tok e'
taq,taq
chik,chik
ní'j,ni'j
kristyaan,kirtyaan
chik,chik
qawinaaq,qa winaaq
wunaq,wunaq
xi'jtoke',x i' j tok e'
taq,taq
ta',ta'
chiki',chk i'
xta',x ta'
taq,taq
ra,ra
ra,ra
ne',ne'
xk'amtaqa',x k'am taq a'
b'ik,b'ik
laq,laq
k'iche'laaj,k'iche'laaj
ta',ta'
chi',chi
xk'utun,x k'utun
ra,ra
ne',ne'
muk're',muk' re'
xkamk,x kam k
o,o
muk're',muk' re'
yo'lik,yo'l ik
rik'ilaq,r ik'il aq
baay,baay
ji,ji
k'uli,k'u li
chik,chik
jun,jun
q'iij,q'iij
chik,chik
xe',x e'
chik,chik
jun,jun
wunaq,wunaq
chik,chik
xe',x e'
taq,taq
chij,chi j
k'amiik,k'am ik
sii',sii'
ri',ri'
k'uli,k'u li
kwand,kwand
wi',wi'
taq,taq
chij,chi j
k'amiik,k'am iik
sii',sii'
jun,jun
repent,repent
qe,qe
xelchich,x el chi ch
maq,maq
k'ooy,k'ooy
chi,chi
rijaq,ri j aq
xchapsaj,x chap sáj
xchapsaj,x chap sáj
sik',sik'
anm,ánim
i,i
i,i
sik',sik'
wunaq,wunaq
ta',ta'
chi',chi
xkwiin,x kwiin
chij,chi j
majiik,maj iik
sik',sik'
rixoqil,r ixoqil
xijb'ij,x i j b'ij
re,re
ni'j,ni'j
kristyaan,kirtyaan
chik,chik
xe',x e'
taq,taq
chi,chi
jtokiik,j tok iik
laq,laq
k'iche'laaj,k'iche'laaj
kita',kita'
chiki',chik i'
xta',x ta'
taq,taq
xok,x ok
taq,taq
chij,chi j
tokiik,tok iik
xjama',x jam a'
jq'iijaq,j q'iij aq
chij,chi j
tokiik,tok iik
sik',sik'
anm,ánim
ta',ta'
chi',chi'
xta',x ta'
taq,taq
sik',sik'
anm,ánim
xe',x e'
laq,laq
k'iche'laaj,k'iche'laaj
ri',ri'
k'u,k'u
li,li
xsach,x sach
sik',sik'
anm,ánim
xkan,x kan
ruk',ruk'
jun,jun
q'iij,q'iij
chik,chik
wi',wi'
chi',chi
ajwakatnel,aj wakat nel
ri,ri
chaq,chaq
b'esel,b'esel
taq,taq
ri,ri
chaq,chaq
kabaal,kabaal
xi'jte',x i j te'
taq,taq
anm,ánim
wi',wi'
ralaaj,r alaaj
jun,jun
pek,pek
ab'aj,ab'aj
i,i
xiij,x iij
taq,taq
xil,x il
anm,ánim
b'esel,b'esel
ajwakténel,aj wakat énel
xelch,x el ch
jol,jol
i,i
xk'amtaqch,x k'am taq ch
ji'non,jii'non
li,li
xkwin,x kwin
taq,taq
xkwin,x kwin
xpechiik,x pe iik
xk'am,x k'am
taq,taq
b'i,b'i
sik',sik'
anm,ánim
xijye,x i j ye'
taq,taq
rik'i,r ik'il
richjil,r ichijil
per,per
kita',kita
chiki,chik i'
ritz'iiq,r itz'yeq
kita',kita'
chiki',chik i'
ritz'iiq,r itz'yeq
xk'isi,x k'is i'
ritz'iiq,r itz'yeq
chi,chi
riij,r iij
laq,laq
k'iche'laaj,k'iche'laaj
antos,antos
rik'u,ri' k'u
xiij,x iij
ra,ra
richijil:,r ichijiil
ta',ta'
chi',chi
xinkwiin,x in kwiin
tche',t che'
re,r e
sik',sik'
anm,ánim
lajori,ljori
nenk'u,neen k'u
xatij,x a tij
li,li
laq,laq
laq,laq
woron,woron
laq,laq
k'iche'laaj,k'iche'laaj
xche',x che'
re,re
lo,lo
ke,ke
tijtij,ti j tij
maq,maq
k'ooy,k'ooy
ri,ri
tijya',ti j ya'
taq,taq
chweyin,ch we yin
troq'b'ej,t r oq' b'ej
riib',r iib'
chi,chi
jyoliik,j yol iik
i,i
kta',kita'
ritz'iiq,r itz'yeq
kita',kita'
jq'u',j q'u'
kita',kita'
naad,nada
seb'laj,seb'laj
teew,teew
tqej,t qej
chun,chun
teew,teew
chi,chi
riij,r iij
sik',sik'
anm,ánim
peer,peer
si,si'
koom,koom
xkwin,x kwin
na,na
xtaaw,x taw
laj,laj
richooch,r ichooch
peer,peer
chi,chi
kiib',kiib'
junaab',junaab'
rik'i,r ik'i
pajnij,pajni'j
xtaaw,x taaw
chi,chi
richooch,r ichooch
sik',sik'
anm,ánim
i,i
wi',wi'
ya,ya
kwand,kwand
xpet,x pet
kanel,kan el
xkan,x kan
jye',j ye'
kiib',kiib'
tra,tra
rik'laal,r ik'laal
taq,taq
ra,ra
rik'laal,r ik'laal
taq,taq
ra,ra
k'ooyi'n,k'ooy i'n
antos,antos
kla',kla'
li,li
xkaj,x ka j
xkaj,x ka j
ye',ye'
tra,tra
ák'l,ák'l
ta',ta'
xk'amch,x k'am ch
por,por
ke,ke
tra,tra
awajtqa'n,awaj tq a'n
xkan,x kan
jye',j ye'
kiib',kiib'
traa,traa
rik'laal,r ik'laal
sik',sik'
anm,ánim
xkan,x kan
jye',j ye'
per,per
tral,tral
awajtaqa'n,awaj taq a'n
k'ooytqa'n,k'ooy tq a'n
jii',jii'
qe,qe
noon,noon
li,li
xkan,x kan
xkan,x kan
jye',j ye'
tral,tral
ák'l,ék'il
mejor,mejor
rik'aan,r ik'aan
qe,qe
xpet,x pet
i,i
xtaaw,x taw
rik'i,r ik'il
richijil,r ichijil
xook,x ook
chijyoliik,chi j yol iik
li,li
lo,lo
ke,ke
neen,neen
k'ex,k'ex
xq'asaaj,x q'asa j
seb'laj,seb'laj
xkuy,x kuy
wi'jaal,wi'jaal
xkuy,x kuy
cheqejchi',cheqej chi'
xkuy,x kuy
teew,teew
xkuy,x kuy
jab',jab'
laq,laq
k'iche'laaj,k'iche'laaj
kom,kom
nimaq,nim aq
taq,taq
k'iche'laaj,k'iche'laaj
wi',wi'
seb'laj,seb'laj
utiiw,utiiw
wi',wi'
seb'laj,seb'laj
koj,koj
wi',wi'
seb'laj,seb'laj
b'alom,b'alom
wi',wi'
seb'laj,seb'laj
b'aatz',b'aatz'
laq,laq
k'iche'laaj,k'iche'laaj
seb'laj,seb'laj
tzaqb'chool,tzaq b' ch'ool
laq,laq
k'iche'laaj,k'iche'laaj
i,i
sik',sik'
anm,ánim
chajal,chaja l
jwi'laq,j wi'l aq
re,re
raj,raj
tpe,t pe
cherchooch,che r ichooch
kom,kom
chajali',chaja li'
jwi'laq,j wi'l aq
seb'laj,seb'laj
k'i,k'i
k'ooy,k'ooy
chajal,chaja l
jwi'laq,j wi'l aq
ri',ri'
k'uli,k'u li
kom,kom
nimaq,nim aq
taq,taq
k'iche'laaj,k'iche'laaj
ta',ta'
jk'isiik,j k'is iik
loq'laj,loq'laj
k'iche'laaj,k'iche'laj
nimaq,nimaq
nimaq,nimaq
chee',chee'
tzab'ch'ol,tza b' ch'ol
okeem,ok eem
laq,laq
chee',chee'
per,per
rik'uchiki',ri k'u chik i'
lajori,lajori
ya,ya
xk'isi',x k'is i'
alg,alg
k'iche'laaj,k'iche'laaj
kom,koom
ya,ya
